"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"11",2.1823933611516e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/185053011","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.131653,-120.627396,20,NA,NA,NA,NA,NA,"2023-06-16T13:55",16,6,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","185053011",NA,"calebcam",2023-09-26 22:56:12,"CC0_1_0","Finn McGhee","Finn McGhee","",NA,2024-02-09 11:51:13.338,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"12",2.18226704190573e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/184599235","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",39.454613,-120.176003,4,NA,NA,NA,NA,NA,"2023-09-23T11:45:45",23,9,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","184599235",NA,"calebcam",2023-09-23 23:16:11,"CC_BY_NC_4_0","Gina Barton","Gina Barton","",NA,2024-02-09 12:17:19.792,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"13",2.18082854606272e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/183177786","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.528883,-118.198727,279,NA,NA,NA,NA,NA,"2023-09-08T14:15:51",8,9,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","183177786",NA,"Christian C. Burke",2023-09-14 05:47:21,"CC_BY_NC_4_0","Kristal Watrous","Kristal Watrous","",NA,2024-02-09 11:53:16.345,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"14",2.18053319312557e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/26916388","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",39.349862,-120.17239,NA,NA,NA,NA,NA,NA,"2019-06-12T09:47",12,6,2019,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","26916388",NA,"Keith Martin-Smith",2019-06-13 14:52:21,"CC_BY_4_0","Keith Martin-Smith","Keith Martin-Smith","",NA,2024-02-09 11:25:02.213,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"15",2.18053121636892e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/26916782","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",39.349773,-120.172368,NA,NA,NA,NA,NA,NA,"2019-06-12T09:42",12,6,2019,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","26916782",NA,"Keith Martin-Smith",2019-06-13 14:59:49,"CC_BY_4_0","Keith Martin-Smith","Keith Martin-Smith","",NA,2024-02-09 11:24:34.998,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"16",2.17764311956936e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181952601","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.289792,-123.350092,26550,NA,NA,NA,NA,NA,"2023-09-02T12:49",2,9,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","181952601",NA,"Justin Chan",2023-09-05 19:30:47,"CC_BY_NC_4_0","Justin Chan","Justin Chan","",NA,2024-02-09 12:17:39.009,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"17",2.17401226177014e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/179077141","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Oregon","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.230851,-117.291232,365,NA,NA,NA,NA,NA,"2023-08-18T06:40:20",18,8,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","179077141",NA,"Roger Peet",2023-08-19 01:14:36,"CC_BY_NC_4_0","Roger Peet","Roger Peet","",NA,2024-02-09 12:37:17.378,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"18",2.06393372491625e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/177452363","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.867981,-120.19354,6,NA,NA,NA,NA,NA,"2023-08-06T12:42:35",6,8,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","177452363",NA,"calebcam",2023-08-09 14:06:53,"CC_BY_NC_4_0","Teale Fristoe","Teale Fristoe","",NA,2024-02-09 11:51:53.477,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"19",2.06382913764188e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/177689477","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Idaho","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",43.668055,-116.671871,2,NA,NA,NA,NA,NA,"2023-08-10T10:08",10,8,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","177689477",NA,"jamesjarrett00",2023-08-10 16:43:36,"CC_BY_NC_4_0","jamesjarrett00","jamesjarrett00","",NA,2024-02-09 11:49:46.184,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"20",2.0637022734416e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/177446371","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Montana","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.121453,-109.272891,4,NA,NA,NA,NA,NA,"2022-07-09T21:58",9,7,2022,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","177446371",NA,"Ian Wright",2023-08-09 02:36:14,"CC0_1_0","Ian Wright","Ian Wright","",NA,2024-02-09 11:50:13.088,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"21",2.06137619163022e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/176881029","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Montana","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.48473,-108.774795,5,NA,NA,NA,NA,NA,"2023-04-30T11:26:05",30,4,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","176881029",NA,"Suhei Castro",2023-08-06 00:49:20,"CC_BY_NC_4_0","Suhei Castro","Suhei Castro","",NA,2024-02-09 11:49:34.086,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"22",2.06123433352573e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/177304838","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","California","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",36.452811,-118.215244,NA,NA,NA,NA,NA,NA,"2023-08-04T12:46",4,8,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","177304838",NA,"Rick Wachs",2023-08-08 05:56:48,"CC_BY_NC_4_0","Rick Wachs","Rick Wachs","",NA,2024-02-09 12:37:41.267,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"23",2.06103515293687e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175290881","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Oregon","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.334593,-121.718769,961,NA,NA,NA,NA,NA,"2023-07-26T12:18",26,7,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","175290881",NA,"Jen Sanford",2023-07-27 23:56:38,"CC_BY_NC_4_0","Jen Sanford","Jen Sanford","",NA,2024-02-09 12:17:29.815,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"24",2.06098404678646e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175288323","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.220075,-123.213917,31,NA,NA,NA,NA,NA,"2023-07-27T14:00",27,7,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","175288323",NA,"Justin Chan",2023-07-27 23:32:56,"CC_BY_NC_4_0","Justin Chan","Justin Chan","",NA,2024-02-09 12:17:07.391,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"25",2.05805225679745e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/173852232","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Oregon","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.353762,-117.230112,4,NA,NA,NA,NA,NA,"2023-07-19T16:00:43",19,7,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","173852232",NA,"jumping_arachnids",2023-07-20 15:51:34,"CC_BY_NC_4_0","abbyapple","abbyapple","",NA,2024-02-09 12:16:30.852,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"26",2.05803184249903e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/174150227","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Oregon","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",42.853629,-121.156606,NA,NA,NA,NA,NA,NA,"2023-06-17T10:02",17,6,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","174150227",NA,"Casey H. Richart",2023-07-21 19:37:26,"CC_BY_4_0","Casey H. Richart","Casey H. Richart","",NA,2024-02-09 12:37:27.359,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"27",2.05797608669683e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/174150511","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Oregon","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",42.855074,-121.158628,NA,NA,NA,NA,NA,NA,"2023-06-17T18:40",17,6,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","174150511",NA,"Casey H. Richart",2023-07-21 19:38:42,"CC_BY_4_0","Casey H. Richart","Casey H. Richart","",NA,2024-02-09 12:16:16.225,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"28",2.05645884765931e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/173129246","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Oregon","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",42.709313,-118.574887,NA,NA,NA,NA,NA,NA,"2023-07-15T09:31",15,7,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","173129246",NA,"Peter Olsoy",2023-07-16 01:36:31,"CC_BY_NC_4_0","Peter Olsoy","Peter Olsoy","",NA,2024-02-09 12:16:08.624,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"29",2.05208780985937e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/171142145","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","","Utah","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.360885,-110.061837,115,NA,NA,NA,NA,NA,"2023-07-04T11:30",4,7,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","171142145",NA,"Chad Hamblin",2023-07-05 02:28:38,"CC_BY_NC_4_0","Chad Hamblin","Chad Hamblin","",NA,2024-02-09 11:49:48.555,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"30",2.04827233850279e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/170960778","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","CA","","Saskatchewan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.244917,-107.731998,75,NA,NA,NA,NA,NA,"2023-06-16T11:58",16,6,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","170960778",NA,"Sara Simpkins",2023-07-04 03:21:31,"CC_BY_NC_4_0","Sara Simpkins","Sara Simpkins","",NA,2024-02-09 12:14:41.425,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"31",2.04818198328342e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/170960773","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","CA","","Saskatchewan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.244867,-107.732006,75,NA,NA,NA,NA,NA,"2023-06-16T12:11",16,6,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","170960773",NA,"Sara Simpkins",2023-07-04 03:21:30,"CC_BY_NC_4_0","Sara Simpkins","Sara Simpkins","",NA,2024-02-09 12:36:46.391,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"32",2.04815761645983e-314,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/170960793","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","CA","","Saskatchewan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.24492,-107.732024,75,NA,NA,NA,NA,NA,"2023-06-16T11:48",16,6,2023,2170749,2170749,"HUMAN_OBSERVATION","iNaturalist","Observations","170960793",NA,"Sara Simpkins",2023-07-04 03:21:35,"CC_BY_NC_4_0","Sara Simpkins","Sara Simpkins","",NA,2024-02-09 11:49:26.665,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
